Find|site_id:1247|Domain:01p.ru|Page:01p.ru|Find string:ajax|Date:2016-12-09 16:41:02
Find|site_id:1237|Domain:01nk.ru|Page:01nk.ru|Find string:End|Date:2016-12-09 16:40:52
Find|site_id:1232|Domain:01nadzor.ru|Page:mdkfriends.ru/poleznaya-ifnormatsiya/interer-v-stile-hay-tek.html|Find string:ajax|Date:2016-12-09 16:40:48
Find|site_id:1230|Domain:01msk.ru|Page:msksluda.ru/vermikulit_v_metallurgii/vermiculie-steel-uteplenie.html|Find string:ajax|Date:2016-12-09 16:40:46
Find|site_id:1231|Domain:01n.ru|Page:01n.ru|Find string:ajax|Date:2016-12-09 16:40:46
Find|site_id:1228|Domain:01mos.ru|Page:01mos.ru|Find string:ajax|Date:2016-12-09 16:39:36
Find|site_id:1225|Domain:01mk.ru|Page:01mk.ru/|Find string:ajax|Date:2016-12-09 16:39:33
Find|site_id:1218|Domain:01mchs.ru|Page:01mchs.ru/component/content/article/44-2010-02-03-18-31-42/580-uslugi-pb.html|Find string:ajax|Date:2016-12-09 16:39:24
Find|site_id:1207|Domain:01ltd.ru|Page:01ltd.ru|Find string:End|Date:2016-12-09 16:39:11
Find|site_id:1206|Domain:01love.ru|Page:01love.ru|Find string:End|Date:2016-12-09 16:39:10
Find|site_id:1204|Domain:01lib.ru|Page:01lib.ru|Find string:End|Date:2016-12-09 16:39:08
Find|site_id:1199|Domain:01l.ru|Page:01l.ru|Find string:ajax|Date:2016-12-09 16:39:03
Find|site_id:1198|Domain:01kz.ru|Page:01kz.ru|Find string:ajax|Date:2016-12-09 16:39:02
Find|site_id:1195|Domain:01kuban.ru|Page:01kuban.ru|Find string:End|Date:2016-12-09 16:38:59
Find|site_id:1193|Domain:01komplekt.ru|Page:01komplekt.ru/schity-otkt-zakr-kombi.htm|Find string:End|Date:2016-12-09 16:38:54
Find|site_id:1191|Domain:01kolhoz.ru|Page:01kolhoz.ru|Find string:End|Date:2016-12-09 16:38:31
Find|site_id:1188|Domain:01kino.ru|Page:support.ihc.ru/index.php|Find string:ajax|Date:2016-12-09 16:38:28
Find|site_id:1183|Domain:01kalyan.ru|Page:01kalyan.ru/kofe-na-peske-po-turetski-ili-kofe-po-vostochnomu-prigotovlennoe-na-peske.html|Find string:End|Date:2016-12-09 16:38:21
Find|site_id:1182|Domain:01kafe.ru|Page:01kafe.ru/menu/|Find string:End|Date:2016-12-09 16:38:17
Find|site_id:1175|Domain:01irkshop.ru|Page:01irkshop.ru|Find string:ajax|Date:2016-12-09 16:38:07
Find|site_id:1172|Domain:01ip.ru|Page:01ip.ru|Find string:End|Date:2016-12-09 16:38:02
Find|site_id:1164|Domain:01h.ru|Page:01h.ru|Find string:ajax|Date:2016-12-09 16:37:54
Find|site_id:1163|Domain:01gu.ru|Page:01gu.ru|Find string:End|Date:2016-12-09 16:37:53
Find|site_id:1160|Domain:01gost.ru|Page:01gost.ru/dzhilyama-doleri-operatsiya/pohmele-kvasom.html|Find string:ajax|Date:2016-12-09 16:37:50
Find|site_id:1157|Domain:01generation.ru|Page:01generation.ru|Find string:ajax|Date:2016-12-09 16:36:27
Find|site_id:1155|Domain:01garant.ru|Page:01garant.ru/partners/|Find string:End|Date:2016-12-09 16:36:25
Find|site_id:1154|Domain:01games.ru|Page:01games.ru/action/757-sanctum.html|Find string:End|Date:2016-12-09 16:36:18
Find|site_id:1153|Domain:01game.ru|Page:01game.ru/category/xapoel-beer-sheva/|Find string:End|Date:2016-12-09 16:36:00
Find|site_id:1152|Domain:01ga.ru|Page:01ga.ru/v-dorogu/#more-2797|Find string:End|Date:2016-12-09 16:34:23
Find|site_id:1149|Domain:01fm.ru|Page:01fm.ru|Find string:ajax|Date:2016-12-09 16:33:56
Find|site_id:1147|Domain:01fest.ru|Page:01fest.ru|Find string:End|Date:2016-12-09 16:33:55
Find|site_id:1143|Domain:01express.ru|Page:01express.ru|Find string:ajax|Date:2016-12-09 16:33:50
Find|site_id:1141|Domain:01e.ru|Page:01e.ru|Find string:End|Date:2016-12-09 16:33:49
Find|site_id:1140|Domain:01dveri.ru|Page:01dveri.ru|Find string:End|Date:2016-12-09 16:33:48
Find|site_id:1137|Domain:01dpo.ru|Page:01dpo.ru|Find string:End|Date:2016-12-09 16:33:47
Find|site_id:1135|Domain:01dom.ru|Page:01dom.ru/about/contacts/|Find string:ajax|Date:2016-12-09 16:33:45
Find|site_id:1132|Domain:01digital.ru|Page:01digital.ru/catalog/|Find string:ajax|Date:2016-12-09 16:33:39
Find|site_id:1125|Domain:01company.ru|Page:01company.ru|Find string:End|Date:2016-12-09 16:33:25
Find|site_id:1124|Domain:01comp.ru|Page:01comp.ru/drevnie-gruzini-skanvord.html|Find string:End|Date:2016-12-09 16:33:22
Find|site_id:1123|Domain:01com.ru|Page:01com.ru|Find string:End|Date:2016-12-09 16:31:08
Find|site_id:1119|Domain:01center.ru|Page:01center.ru/ognetushiteli/|Find string:ajax|Date:2016-12-09 16:31:03
Find|site_id:1117|Domain:01cat.ru|Page:01cat.ru/portfolio/habidatum/|Find string:ajax|Date:2016-12-09 16:30:33
Find|site_id:1111|Domain:01brand.ru|Page:01brand.ru/author/administrator|Find string:ajax|Date:2016-12-09 16:30:11
Find|site_id:1103|Domain:01balans.ru|Page:01balans.ru|Find string:End|Date:2016-12-09 16:29:38
Find|site_id:1100|Domain:01auto.ru|Page:01auto.ru|Find string:ajax|Date:2016-12-09 16:29:35
Find|site_id:1099|Domain:01audit.ru|Page:01audit.ru|Find string:ajax|Date:2016-12-09 16:29:34
Find|site_id:1098|Domain:01asp.ru|Page:01asp.ru|Find string:ajax|Date:2016-12-09 16:29:33
Find|site_id:1097|Domain:01ask.ru|Page:01ask.ru/product-category/%d0%b7%d0%b4%d0%be%d1%80%d0%be%d0%b2%d1%8c%d0%b5/%d0%ba%d1%80%d0%b0%d1%81%d0%be%d1%82%d0%b0-%d0%b8-%d1%83%d1%85%d0%be%d0%b4-%d0%b7%d0%b0-%d1%82%d0%b5%d0%bb%d0%be%d0%bc/%d0%b0%d1%80%d0%be%d0%bc%d0%b0%d1%82%d1%8b/page/7/|Find string:ajax|Date:2016-12-09 16:29:32
Find|site_id:1093|Domain:01arenda.ru|Page:01arenda.ru|Find string:End|Date:2016-12-09 16:27:51
Find|site_id:1090|Domain:01anewcom.ru|Page:www.ispsystem.com/external/ispmanager.html|Find string:Hosting |Date:2016-12-09 16:27:46
Find|site_id:1088|Domain:01alfa.ru|Page:01alfa.ru|Find string:End|Date:2016-12-09 16:27:44
Find|site_id:1086|Domain:01alarm.ru|Page:support.ihc.ru/index.php|Find string:ajax|Date:2016-12-09 16:27:43
Find|site_id:1087|Domain:01alarms.ru|Page:support.ihc.ru/index.php|Find string:ajax|Date:2016-12-09 16:27:43
Find|site_id:1081|Domain:01ab.ru|Page:www.atis-ars.ru/stands/safety_precautions.html|Find string:End|Date:2016-12-09 16:27:36
Find|site_id:1078|Domain:0198.ru|Page:0198.ru/girudinoz/krem-dlya-litsa-libr.html|Find string:End|Date:2016-12-09 16:27:27
